アインズ＆トルペモザイクモール港北店,〒224-0003,神奈川県横浜市都筑区中川中央1丁目31-1-2モザイクモール港北1F,TEL:045-914-2106
ドン・キホーテ東名横浜インター店,〒226-0016,神奈川県横浜市緑区霧が丘5-1-8,TEL:045-924-3611
アピタ長津田店,〒226-0018,神奈川県横浜市緑区長津田みなみ台4丁目7-1,TEL:045-989-0511
MEGAドン・キホーテ 青葉台店,〒227-0054,神奈川県横浜市青葉区しらとり台11‐25,TEL:045-988-7911
MEGAドン・キホーテ 上鶴間店,〒228-0802,神奈川県相模原市南区上鶴間本町9-47-30,TEL:042-702-2911
MEGAドン・キホーテ 鶴見中央店,〒230-0051,神奈川県横浜市鶴見区鶴見中央3丁目13番1号,TEL:045-521-0911
キラキラドンキ横浜ワールドポーターズ店,〒231-0001,神奈川県横浜市中区新港２丁目２−１ 3F,TEL:0570-088-020
ドン・キホーテ伊勢佐木町店,〒231-0045,神奈川県横浜市中区伊勢佐木町3丁目98番地,TEL:045-250-6061
ドン・キホーテ伊勢崎町店,〒231-0045,神奈川県横浜市中区伊勢佐木町３丁目９８,TEL:0570-059-811
MEGAドン・キホーテ 港山下総本店,〒231-0801,神奈川県横浜市中区新山下１丁目２番８号,TEL:045-628-5211
アインズ＆トルペコレットマーレ桜木町店,〒231-8331,神奈川県横浜市中区桜木町1丁目1-7コレットマーレ1F,TEL:045-263-8641
ドン・キホーテ日野インター店,〒234-0051,神奈川県横浜市港南区日野8-2-5,TEL:045-882-0411
ピカソ横須賀中央店,〒238-0007,神奈川県横須賀市若松町１丁目３−１１,TEL:0570-064-781
ドン・キホーテ横須賀店,〒239-0808,神奈川県横須賀市大津町1-22-7,TEL:0468-28-5411
MEGAドン・キホーテ 狩場インター店,〒240-0025,神奈川県横浜市保土ヶ谷区狩場町164-1,TEL:045-722-3611
ドン・キホーテ二俣川店,〒241-0821,神奈川県横浜市旭区二俣川1-43-28,TEL:045-391-3810
ドン・キホーテ大和店,〒242-0001,神奈川県大和市下鶴間2-1-13,TEL:046-200-4011
ドン・キホーテOUTLET館,〒243-0814,神奈川県厚木市妻田南2-8-12,TEL:046-297-7441
アインズ＆トルペ東急プラザ戸塚店,〒244-0003,神奈川県横浜市戸塚区戸塚町16-1東急プラザ戸塚3F,TEL:045-410-6461
ドン・キホーテ戸塚原宿店,〒245-0063,神奈川県横浜市戸塚区原宿4-5-11,TEL:045-858-6611
アインズ＆トルペ大船店,〒247-0006,神奈川県横浜市栄区笠間２丁目２-１GRANDSHIP2FFOOD&TIMEISETANOFUNA内,TEL:045-719-0915
ピカソ 大船店,〒247-0056,神奈川県鎌倉市大船1-24-11,TEL:0467-42-6211
ドン・キホーテ小田原店,〒250-0011,神奈川県小田原市栄町2-8-15,TEL:0465-21-5211
ドン・キホーテ藤沢駅南口店,〒251-0055,神奈川県藤沢市南藤沢19-17,TEL:0570-072-211
イオンスタイル座間,〒252-0012,神奈川県座間市広野台2-10-4,TEL:046-259-2620
MEGAドン・キホーテUNY 座間店,〒252-0029,神奈川県座間市入谷西二丁目五七番1号,TEL:046-256-0111
ドン・キホーテSING橋本駅前店,〒252-0143,神奈川県相模原市緑区橋本3-3-1,TEL:042-775-5310
アインズ＆トルペボーノ相模大野店,〒252-0303,神奈川県相模原市南区相模大野3丁目2-1ボーノ相模大野ショッピングセンター3Ｆ,TEL:042-705-9708
MEGAドン・キホーテ 古淵店,〒252-0331,神奈川県相模原市南区大野台6-14-9,TEL:042-786-8411
中央コンタクト イトーヨーカドー湘南台店,〒252-0815,神奈川県藤沢市石川6-2-1イトーヨーカドー湘南台店2F,TEL:0466-89-0044
MEGAドン・キホーテ 綾瀬店,〒252-1104,神奈川県綾瀬市大上二丁目1番1号,TEL:0467-71-5711
イオン茅ヶ崎中央店,〒253-0041,神奈川県茅ヶ崎市茅ヶ崎3-5-16,TEL:0467-82-6111
ドン・キホーテひらつか店,〒254-0013,神奈川県平塚市田村2-7-31,TEL:0463-51-2311
MEGAドン・キホーテ 秦野店,〒257-0015,神奈川県秦野市平沢530-2,TEL:0463-81-7311
イオン秦野店,〒257-0041,神奈川県秦野市入船町12-1,TEL:0463-85-2000
